Waktu Order,Waktu Bayar,Produk,Jenis Order,Total Penjualan (Rp),Metode Pembayaran,Kasir
29-08-2025 12:44:43,29-08-2025 12:46:18,"Nasi Goreng,Sup Ubi,Air Mineral,Caramel,BerryLush",Lainnya,"Rp118.000,00","Bank Transfer, SCAN QR",Zahra
29-08-2025 12:54:51,29-08-2025 12:59:06,"Air Mineral,BerryLush,Caramel,Nasi Goreng,Ayam Geprek",Lainnya,"Rp117.000,00","Bank Transfer, SCAN QR",Zahra
29-08-2025 13:27:02,29-08-2025 14:54:42,"Ayam Geprek,Sup Ubi,Chocolate",Lainnya,"Rp62.000,00",Cash,Zahra
29-08-2025 13:32:22,29-08-2025 14:10:08,"Ayam Geprek,Banana",Lainnya,"Rp40.000,00",Cash,Zahra
29-08-2025 13:41:10,29-08-2025 13:42:57,"Air Mineral,Nasi Goreng,Kukis ",Table,"Rp62.000,00",Cash,Zahra
29-08-2025 13:43:25,29-08-2025 13:44:09,"ButterScotch,Air Mineral",Lainnya,"Rp28.000,00",Cash,Zahra
29-08-2025 13:51:51,29-08-2025 13:53:55,"Vanilla,BerryLush,Pisang Goreng",Lainnya,"Rp88.000,00",Cash,Zahra
29-08-2025 13:54:41,29-08-2025 13:55:35,"Americano Peach,ButterScotch",Lainnya,"Rp48.000,00","Bank Transfer, SCAN QR",Zahra
29-08-2025 13:59:43,29-08-2025 14:01:25,Kukis ,Lainnya,"Rp12.000,00",Cash,Zahra
29-08-2025 14:14:36,29-08-2025 14:15:11,"Nasi Goreng,Air Mineral,ButterScotch",Lainnya,"Rp48.000,00",Cash,Zahra
29-08-2025 14:51:39,29-08-2025 14:52:04,"Banana,Matcha",Lainnya,"Rp50.000,00",Cash,Zahra
29-08-2025 14:53:25,29-08-2025 14:53:47,BerryLush,Lainnya,"Rp25.000,00","Bank Transfer, SCAN QR",Zahra
29-08-2025 14:58:31,29-08-2025 14:58:55,BerryLush,Lainnya,"Rp25.000,00",Cash,Zahra
29-08-2025 15:07:15,29-08-2025 15:07:26,BerryLush,Lainnya,"Rp25.000,00",Cash,Zahra
29-08-2025 15:25:42,29-08-2025 15:27:05,"Air Mineral,Risol",Lainnya,"Rp15.000,00","Bank Transfer, SCAN QR",Zahra
29-08-2025 15:29:52,29-08-2025 15:30:04,Matcha,Lainnya,"Rp27.000,00",Cash,Zahra
29-08-2025 15:31:08,29-08-2025 15:31:18,ChocoBerry,Lainnya,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
29-08-2025 15:37:28,29-08-2025 15:38:06,BerryCha,Lainnya,"Rp27.000,00","Bank Transfer, SCAN QR",Zahra
29-08-2025 15:46:32,29-08-2025 15:46:42,Ayam Geprek,Lainnya,"Rp17.000,00",Cash,Zahra
29-08-2025 16:06:00,29-08-2025 16:07:13,"Roti,Matcha",Lainnya,"Rp42.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 16:14:20,29-08-2025 16:14:59,"Nasi Goreng,Air Mineral",Lainnya,"Rp25.000,00",Cash,Mita
29-08-2025 16:31:28,29-08-2025 16:32:28,"LemonBerry,Ayam Geprek,Kentang Goreng,Ubi Goreng",Lainnya,"Rp89.000,00",Cash,Mita
29-08-2025 16:32:53,29-08-2025 16:33:01,Risol,Lainnya,"Rp10.000,00",Cash,Mita
29-08-2025 16:33:40,29-08-2025 16:34:53,BerryCha,Lainnya,"Rp27.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 16:37:37,29-08-2025 16:38:05,"ButterScotch,ChocoBerry",Lainnya,"Rp50.000,00",Cash,Mita
29-08-2025 16:38:52,29-08-2025 16:38:57,Banana,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 16:39:49,29-08-2025 16:39:56,Kentang Goreng,Lainnya,"Rp15.000,00",Cash,Mita
29-08-2025 17:02:45,29-08-2025 17:05:10,"Nasi Goreng,Air Mineral,Chocolate,Mix Platter,Ayam Geprek",Lainnya,"Rp142.000,00",Cash,Mita
29-08-2025 17:13:33,29-08-2025 17:14:16,Americano ,Lainnya,"Rp15.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 17:19:54,29-08-2025 17:20:35,"Matcha,Pisang Goreng",Lainnya,"Rp42.000,00",Cash,Mita
29-08-2025 17:22:05,29-08-2025 17:23:40,Caramel,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 17:32:04,29-08-2025 17:32:48,"Hazelnut,BerryLush",Lainnya,"Rp48.000,00",Cash,Mita
29-08-2025 17:35:28,29-08-2025 17:35:41,Vanilla,Lainnya,"Rp46.000,00",Cash,Mita
29-08-2025 17:36:44,29-08-2025 17:37:12,"Banana,Florana",Lainnya,"Rp46.000,00",Cash,Mita
29-08-2025 17:38:29,29-08-2025 17:40:06,"Caramel,Chocolate,Pisang Goreng",Lainnya,"Rp63.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 17:46:57,29-08-2025 17:48:08,"LemonBerry,Banana",Lainnya,"Rp48.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 18:06:52,29-08-2025 18:12:38,ButterScotch,Lainnya,"Rp23.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 18:13:17,29-08-2025 18:14:11,ButterScotch,Lainnya,"Rp46.000,00",Cash,Mita
29-08-2025 18:14:30,29-08-2025 18:14:35,Red Velvet,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 18:18:39,29-08-2025 18:19:03,Chocolate,Lainnya,"Rp25.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 18:21:30,29-08-2025 18:21:40,Red Velvet,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 18:24:46,29-08-2025 18:25:21,"Hazelnut,Caramel,Vanilla",Lainnya,"Rp184.000,00",Cash,Mita
29-08-2025 18:28:26,29-08-2025 18:28:34,Florana,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 18:41:18,29-08-2025 18:41:22,Caramel,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 18:41:31,29-08-2025 18:41:57,Air Mineral,Lainnya,"Rp5.000,00",Cash,Mita
29-08-2025 18:46:09,29-08-2025 18:47:23,"BerryCha,Red Velvet,Kentang Goreng",Lainnya,"Rp65.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 18:52:56,29-08-2025 18:53:56,"White/Latte,Red Velvet,Kukis ",Lainnya,"Rp58.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 19:19:34,29-08-2025 19:20:06,"Kentang Goreng,Pisang Goreng,Air Mineral",Lainnya,"Rp35.000,00",Cash,Mita
29-08-2025 19:26:05,29-08-2025 19:26:54,"Sup Ubi,Nasi Goreng,Air Mineral",Lainnya,"Rp70.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 19:32:49,29-08-2025 19:33:14,Florana,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 19:34:23,29-08-2025 19:35:16,"Nasi Goreng,Mie Goreng,BerryCha,Vanilla",Lainnya,"Rp90.000,00",Cash,Mita
29-08-2025 19:36:15,29-08-2025 19:36:52,"Banana,Air Mineral",Lainnya,"Rp28.000,00",Cash,Mita
29-08-2025 19:37:42,29-08-2025 19:37:59,Ayam Geprek,Lainnya,"Rp17.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 19:39:37,29-08-2025 19:41:53,"Nasi Goreng,Mix Platter,Sup Ubi,Hazelnut,Matcha,BerryLush,Air Mineral",Lainnya,"Rp145.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 19:48:38,29-08-2025 19:49:39,"Hazelnut,Vanilla,Nasi Goreng",Lainnya,"Rp86.000,00",Cash,Mita
29-08-2025 19:50:14,29-08-2025 23:46:36,Air Mineral,Lainnya,"Rp5.000,00",Cash,Mita
29-08-2025 19:57:47,29-08-2025 20:00:11,"BerryCha,Hazelnut,ButterScotch,ChocoBerry,Air Mineral",Lainnya,"Rp105.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 20:00:57,29-08-2025 20:01:05,Ayam Geprek,Lainnya,"Rp17.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 20:01:47,29-08-2025 20:03:33,"Nasi Goreng,ChocoBerry,Air Mineral,BerryCha,Risol,Mix Platter",Lainnya,"Rp144.000,00",Cash,Mita
29-08-2025 20:11:46,29-08-2025 20:11:59,Risol,Lainnya,"Rp10.000,00",Cash,Mita
29-08-2025 20:12:57,29-08-2025 20:14:19,"BerryCha,Florana,Sup Ubi,Air Mineral,Mix Platter",Lainnya,"Rp120.000,00",Cash,Mita
29-08-2025 20:22:32,29-08-2025 20:23:34,"Florana,Banana Chocolate",Lainnya,"Rp68.000,00",Cash,Mita
29-08-2025 20:34:46,29-08-2025 23:46:20,"Americano ,Air Mineral,BerryLush,Vanilla,BerryLush,Florana,Kentang Goreng,Pisang Goreng,Air Mineral,Sup Ubi,Lemon Tea",Lainnya,"Rp240.000,00",Cash,Mita
29-08-2025 20:46:54,29-08-2025 20:46:59,Air Mineral,Lainnya,"Rp5.000,00",Cash,Mita
29-08-2025 21:00:33,29-08-2025 21:00:52,Kentang Goreng,Lainnya,"Rp30.000,00",Cash,Mita
29-08-2025 21:03:50,29-08-2025 21:05:57,ChocoBerry,Lainnya,"Rp27.000,00",Cash,Mita
29-08-2025 21:06:15,29-08-2025 21:07:47,"Matcha,Banana Chocolate",Lainnya,"Rp103.000,00",Cash,Mita
29-08-2025 21:16:02,29-08-2025 21:16:23,Florana,Lainnya,"Rp46.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 21:18:10,29-08-2025 21:18:21,Ayam Geprek,Lainnya,"Rp34.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 21:26:54,29-08-2025 21:28:08,"Vanilla,Air Mineral,Nasi Goreng",Lainnya,"Rp48.000,00",Cash,Mita
29-08-2025 21:34:10,29-08-2025 21:34:35,"Chocolate,Pisang Goreng",Lainnya,"Rp40.000,00",Cash,Mita
29-08-2025 21:48:24,29-08-2025 21:48:46,"Chocolate,Florana",Lainnya,"Rp48.000,00",Cash,Mita
29-08-2025 22:06:19,29-08-2025 22:06:31,Banana,Lainnya,"Rp23.000,00",Cash,Mita
29-08-2025 22:11:50,29-08-2025 22:11:54,Americano Peach,Lainnya,"Rp25.000,00",Cash,Mita
29-08-2025 22:14:19,29-08-2025 22:14:23,Air Mineral,Lainnya,"Rp5.000,00",Cash,Mita
29-08-2025 22:27:34,29-08-2025 22:27:52,ButterScotch,Lainnya,"Rp23.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 22:28:38,29-08-2025 22:28:53,Risol,Lainnya,"Rp10.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 22:43:45,29-08-2025 22:43:50,Nasi Goreng,Lainnya,"Rp20.000,00",Cash,Mita
29-08-2025 23:14:55,29-08-2025 23:18:13,"Vanilla,Caramel,Americano ",Lainnya,"Rp84.000,00","Bank Transfer, SCAN QR",Mita
29-08-2025 23:39:51,29-08-2025 23:40:05,Americano ,Lainnya,"Rp15.000,00",Cash,Mita
30-08-2025 10:49:29,30-08-2025 10:50:23,"Donat,White/Latte,Air Mineral,Roti",Table,"Rp53.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 11:24:04,30-08-2025 11:24:13,Mie Goreng,Lainnya,"Rp20.000,00",Cash,Muhammad Aditya
30-08-2025 11:46:45,30-08-2025 11:48:06,"Chocolate,Donat,BerryLush",Lainnya,"Rp70.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 11:50:34,30-08-2025 11:50:58,Nasi Goreng,Table,"Rp20.000,00",Cash,Muhammad Aditya
30-08-2025 13:01:09,30-08-2025 13:05:41,Ayam Geprek,Lainnya,"Rp17.000,00",Cash,Muhammad Aditya
30-08-2025 13:06:55,30-08-2025 13:08:13,"BerryLush,Banana Chocolate,Nasi Goreng,Air Mineral,Kentang Goreng",Table,"Rp87.000,00",Cash,Muhammad Aditya
30-08-2025 13:14:03,30-08-2025 13:15:33,"Sup Ubi,Bakso Bakar,Nasi Goreng,Air Mineral",Table,"Rp62.000,00",Cash,Muhammad Aditya
30-08-2025 13:17:03,30-08-2025 13:17:28,"Mie Goreng,Kentang Goreng",Lainnya,"Rp35.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 13:24:51,30-08-2025 13:54:45,BerryLush,Lainnya,"Rp25.000,00",Cash,Muhammad Aditya
30-08-2025 13:48:11,30-08-2025 13:48:23,Banana,Lainnya,"Rp23.000,00",Cash,Muhammad Aditya
30-08-2025 14:41:02,30-08-2025 14:43:08,"ButterScotch,Lemon Tea,Matcha,Pisang Goreng,Kentang Goreng",Table,"Rp99.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 14:47:31,30-08-2025 14:48:33,Ayam Geprek,Lainnya,"Rp17.000,00",Cash,Muhammad Aditya
30-08-2025 14:49:12,30-08-2025 14:49:28,Donat,Lainnya,"Rp10.000,00",Cash,Muhammad Aditya
30-08-2025 14:59:41,30-08-2025 15:01:23,Sup Ubi,Table,"Rp20.000,00",Cash,Muhammad Aditya
30-08-2025 15:11:10,30-08-2025 15:13:02,"Americano Peach,Kentang Goreng,Matcha,Pisang Goreng,Lemon Tea",Table,"Rp101.000,00",Cash,Muhammad Aditya
30-08-2025 15:13:41,30-08-2025 15:14:48,"ChocoBerry,LemonBerry,Pisang Goreng",Lainnya,"Rp67.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 15:53:05,30-08-2025 15:53:24,"Red Velvet,Lemon Tea",Lainnya,"Rp42.000,00",Cash,Muhammad Aditya
30-08-2025 16:01:16,30-08-2025 16:01:30,"Air Mineral,Kentang Goreng",Table,"Rp25.000,00",Cash,Muhammad Aditya
30-08-2025 16:06:42,30-08-2025 16:07:43,"Nasi Goreng,Mie Goreng,Air Mineral",Table,"Rp100.000,00",Cash,Muhammad Aditya
30-08-2025 16:22:45,30-08-2025 16:24:58,"Matcha,Red Velvet,Pisang Goreng,Bakso Bakar,Mix Platter",Table,"Rp97.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 16:27:31,30-08-2025 16:27:44,"ButterScotch,Air Mineral",Table,"Rp28.000,00",Cash,Muhammad Aditya
30-08-2025 16:28:32,30-08-2025 16:29:09,"Chocolate,Nasi Goreng",Table,"Rp45.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 16:30:58,30-08-2025 16:31:04,Air Mineral,Table,"Rp5.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 16:39:36,30-08-2025 16:40:30,"Lemon Tea,Chocolate,Pisang Goreng",Table,"Rp59.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 17:19:37,30-08-2025 17:20:49,"Chocolate,Ayam Geprek",Table,"Rp42.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 17:21:34,30-08-2025 17:22:11,"Banana Chocolate,Ayam Geprek",Table,"Rp39.000,00",Cash,Muhammad Aditya
30-08-2025 17:22:41,30-08-2025 17:22:54,"BerryLush,Ayam Geprek",Table,"Rp42.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 17:26:38,30-08-2025 17:27:43,"Banana Chocolate,Mix Platter,Donat",Table,"Rp52.000,00",Cash,Muhammad Aditya
30-08-2025 17:37:25,30-08-2025 17:39:11,"Red Velvet,BerryCha,Hazelnut,Banana Chocolate,Pisang Goreng,Kentang Goreng",Table,"Rp148.000,00",Cash,Muhammad Aditya
30-08-2025 17:50:36,30-08-2025 17:51:36,"BerryCano,Banana Chocolate,Kentang Goreng,Mix Platter",Table,"Rp82.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 17:54:01,30-08-2025 17:54:52,"BerryLush,Sup Ubi",Lainnya,"Rp45.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 18:02:49,30-08-2025 18:03:17,"BerryLush,Nasi Goreng,Air Mineral",Lainnya,"Rp50.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 18:21:04,30-08-2025 18:34:00,White/Latte,Table,"Rp23.000,00",Cash,Muhammad Aditya
30-08-2025 18:23:02,30-08-2025 18:23:25,White/Latte,Table,"Rp23.000,00",Cash,Muhammad Aditya
30-08-2025 18:24:17,30-08-2025 18:24:32,Nasi Goreng,Table,"Rp20.000,00",Cash,Muhammad Aditya
30-08-2025 18:26:38,30-08-2025 18:26:50,Vietnam,Table,"Rp17.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 18:29:26,30-08-2025 18:31:02,"Nasi Goreng,Ayam Geprek,Air Mineral",Table,"Rp72.000,00",Cash,Muhammad Aditya
30-08-2025 18:32:32,30-08-2025 18:33:33,"Ayam Geprek,Air Mineral",Table,"Rp22.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 18:46:09,30-08-2025 18:47:33,"Florana,ButterScotch,Pisang Goreng",Table,"Rp61.000,00",Cash,Muhammad Aditya
30-08-2025 18:56:01,30-08-2025 19:00:02,"Caramel,Ayam Geprek,ChocoBerry,Air Mineral",Table,"Rp133.000,00",Cash,Muhammad Aditya
30-08-2025 19:01:13,30-08-2025 19:02:36,"ButterScotch,Banana,Kentang Goreng",Table,"Rp61.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:04:57,30-08-2025 19:06:24,"Americano ,Ubi Goreng,Pisang Goreng",Table,"Rp90.000,00",Cash,Muhammad Aditya
30-08-2025 19:07:39,30-08-2025 19:09:07,"Banana Chocolate,White/Latte,Vanilla",Table,"Rp113.000,00",Cash,Muhammad Aditya
30-08-2025 19:10:48,30-08-2025 19:12:46,"Chocolate,Mie Goreng,Nasi Goreng,Air Mineral",Table,"Rp70.000,00",Cash,Muhammad Aditya
30-08-2025 19:15:09,30-08-2025 19:16:03,"Chocolate,Matcha,Risol",Table,"Rp87.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:21:49,30-08-2025 19:22:04,Chocolate,Table,"Rp50.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:24:39,30-08-2025 19:25:13,"Nasi Goreng,Vanilla",Table,"Rp43.000,00",Cash,Muhammad Aditya
30-08-2025 19:29:22,30-08-2025 21:25:44,Kentang Goreng,Table,"Rp15.000,00",Cash,Muhammad Aditya
30-08-2025 19:30:58,30-08-2025 19:31:48,"Lemon Tea,Kentang Goreng",Table,"Rp34.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:34:30,30-08-2025 19:35:05,"Ayam Geprek,Kentang Goreng,Air Mineral",Table,"Rp37.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:35:41,30-08-2025 19:35:48,Risol,Table,"Rp10.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:36:42,30-08-2025 19:37:16,"Florana,Kentang Goreng",Table,"Rp61.000,00",Cash,Muhammad Aditya
30-08-2025 19:38:37,30-08-2025 19:39:02,"Matcha,Chocolate",Table,"Rp52.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:40:04,30-08-2025 19:40:38,"Matcha,Banana Chocolate",Table,"Rp49.000,00",Cash,Muhammad Aditya
30-08-2025 19:41:39,30-08-2025 19:45:17,"BerryLush,Florana",Table,"Rp48.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:46:54,30-08-2025 19:50:44,"Mix Platter,Pisang Goreng,Kentang Goreng,Ayam Geprek,Nasi Goreng,Matcha,Mie Goreng,Caramel,Banana Chocolate,Air Mineral",Table,"Rp298.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:52:06,30-08-2025 19:54:10,"Nasi Goreng,Bakso Bakar,ChocoBerry,Ayam Geprek,Air Mineral",Table,"Rp192.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:55:18,30-08-2025 19:55:41,Americano ,Table,"Rp15.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 19:57:09,30-08-2025 19:58:08,"Nasi Goreng,Ayam Geprek,Matcha,Lemon Tea,Air Mineral",Table,"Rp133.000,00",Cash,Muhammad Aditya
30-08-2025 19:59:37,30-08-2025 19:59:53,Red Velvet,Table,"Rp69.000,00",Cash,Muhammad Aditya
30-08-2025 20:01:25,30-08-2025 20:02:32,"White/Latte,Ayam Geprek",Lainnya,"Rp63.000,00",Cash,Muhammad Aditya
30-08-2025 20:03:00,30-08-2025 20:03:23,"Hazelnut,Chocolate",Table,"Rp48.000,00",Cash,Muhammad Aditya
30-08-2025 20:07:35,30-08-2025 20:08:12,"Caramel,Kentang Goreng",Table,"Rp38.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 20:09:07,30-08-2025 20:09:39,"Caramel,Pisang Goreng",Table,"Rp38.000,00",Cash,Muhammad Aditya
30-08-2025 20:13:42,30-08-2025 20:14:21,"White/Latte,Caramel,Banana Chocolate",Table,"Rp68.000,00",Cash,Muhammad Aditya
30-08-2025 20:16:08,30-08-2025 20:17:40,"Chocolate,Banana Chocolate,Matcha,White/Latte,Risol",Table,"Rp132.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 20:19:59,30-08-2025 20:20:56,"BerryLush,Americano Peach,Mix Platter",Table,"Rp70.000,00",Cash,Muhammad Aditya
30-08-2025 20:21:49,30-08-2025 20:22:08,"Florana,Kentang Goreng",Table,"Rp38.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 20:22:51,30-08-2025 20:23:26,"ButterScotch,Nasi Goreng,Mix Platter",Table,"Rp63.000,00",Cash,Muhammad Aditya
30-08-2025 20:24:27,30-08-2025 20:24:49,"Bakso Bakar,Americano ",Table,"Rp27.000,00",Cash,Muhammad Aditya
30-08-2025 20:39:19,30-08-2025 20:40:34,"Matcha,Caramel",Table,"Rp104.000,00",Cash,Muhammad Aditya
30-08-2025 20:44:18,30-08-2025 20:45:21,"Banana Chocolate,Chocolate,Matcha,Mix Platter,Bakso Bakar",Table,"Rp106.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 20:48:42,30-08-2025 20:49:48,"Matcha,Tropicano,Sup Ubi",Table,"Rp72.000,00",Cash,Muhammad Aditya
30-08-2025 20:52:46,30-08-2025 20:54:03,"Matcha,Caramel,Kukis ,Risol",Table,"Rp146.000,00",Cash,Muhammad Aditya
30-08-2025 20:56:52,30-08-2025 20:57:50,"Banana,Matcha,Kentang Goreng,Pisang Goreng",Table,"Rp103.000,00",Cash,Muhammad Aditya
30-08-2025 21:00:08,30-08-2025 21:00:20,ButterScotch,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 21:01:03,30-08-2025 21:01:19,"ChocoBerry,Mix Platter,Risol",Lainnya,"Rp57.000,00",Cash,Muhammad Aditya
30-08-2025 21:02:24,30-08-2025 21:03:02,"ButterScotch,Bakso Bakar,Red Velvet,Donat",Table,"Rp68.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 21:06:08,30-08-2025 21:06:32,Florana,Table,"Rp23.000,00",Cash,Muhammad Aditya
30-08-2025 21:08:19,30-08-2025 21:10:11,"Nasi Goreng,Vanilla,Air Mineral,Pisang Goreng",Table,"Rp63.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 21:15:46,30-08-2025 22:13:55,"Vietnam,Banana Chocolate,Vanilla,Americano ,Donat",Table,"Rp181.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 21:19:22,30-08-2025 21:19:43,"Matcha,Pisang Goreng",Table,"Rp42.000,00",Cash,Muhammad Aditya
30-08-2025 21:27:05,30-08-2025 21:30:28,"Americano ,ButterScotch,Air Mineral,Matcha,Risol,Kukis ",Table,"Rp135.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 21:36:34,30-08-2025 21:38:13,"Banana Chocolate,Air Mineral,Donat",Table,"Rp59.000,00",Cash,Muhammad Aditya
30-08-2025 21:40:28,30-08-2025 21:41:02,Americano ,Table,"Rp15.000,00",Cash,Muhammad Aditya
30-08-2025 21:41:41,30-08-2025 21:41:47,Air Mineral,Table,"Rp5.000,00",Cash,Muhammad Aditya
30-08-2025 21:46:31,30-08-2025 21:47:07,"BerryLush,Florana,Red Velvet",Table,"Rp71.000,00",Cash,Muhammad Aditya
30-08-2025 21:49:12,30-08-2025 21:50:02,"Chocolate,Filter,ButterScotch",Table,"Rp73.000,00",Cash,Muhammad Aditya
30-08-2025 21:51:55,30-08-2025 21:55:04,"Americano ,Florana,Americano Peach",Table,"Rp86.000,00",Cash,Muhammad Aditya
30-08-2025 21:56:08,30-08-2025 21:57:00,Vanilla,Table,"Rp23.000,00",Cash,Muhammad Aditya
30-08-2025 21:59:01,30-08-2025 21:59:03,Air Mineral,Lainnya,"Rp5.000,00",Cash,Muhammad Aditya
30-08-2025 22:01:13,30-08-2025 22:01:31,Air Mineral,Lainnya,"Rp10.000,00",Cash,Muhammad Aditya
30-08-2025 22:29:03,30-08-2025 22:29:52,"ChocoBerry,Matcha,Hazelnut",Table,"Rp104.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 22:31:37,30-08-2025 22:32:33,Caramel,Table,"Rp46.000,00",Cash,Muhammad Aditya
30-08-2025 22:33:33,30-08-2025 22:33:51,"Vanilla,Kukis ",Table,"Rp47.000,00",Cash,Muhammad Aditya
30-08-2025 22:34:50,30-08-2025 22:35:28,"Banana,ChocoBerry,Air Mineral",Table,"Rp55.000,00",Cash,Muhammad Aditya
30-08-2025 22:36:35,30-08-2025 22:36:57,Banana,Table,"Rp23.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 22:40:52,30-08-2025 22:41:16,"Vanilla,Americano Peach",Table,"Rp71.000,00",Cash,Muhammad Aditya
30-08-2025 22:43:46,30-08-2025 22:43:50,Florana,Table,"Rp23.000,00",Cash,Muhammad Aditya
30-08-2025 22:45:16,30-08-2025 22:45:47,"Chocolate,BerryLush",Table,"Rp50.000,00",Cash,Muhammad Aditya
30-08-2025 23:00:58,30-08-2025 23:01:41,Banana,Table,"Rp23.000,00",Cash,Muhammad Aditya
30-08-2025 23:34:32,30-08-2025 23:36:23,"Sweet Cloud,Air Mineral",Table,"Rp30.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 23:37:37,30-08-2025 23:37:42,Air Mineral,Lainnya,"Rp5.000,00",Cash,Muhammad Aditya
30-08-2025 23:39:31,30-08-2025 23:40:00,"Chocolate,Red Velvet",Table,"Rp48.000,00","Bank Transfer, SCAN QR",Muhammad Aditya
30-08-2025 23:48:24,30-08-2025 23:48:27,Air Mineral,Lainnya,"Rp5.000,00",Cash,Muhammad Aditya
30-08-2025 23:57:02,30-08-2025 23:57:13,"Vietnam,Air Mineral",Table,"Rp22.000,00",Cash,Muhammad Aditya
31-08-2025 11:59:07,31-08-2025 11:59:44,Ayam Geprek,Table,"Rp17.000,00","Bank Transfer, SCAN QR",Zahra
31-08-2025 12:03:38,31-08-2025 12:03:54,"LoveBerry,Ayam Geprek",Lainnya,"Rp42.000,00","Bank Transfer, SCAN QR",Zahra
31-08-2025 12:20:02,31-08-2025 12:21:44,"Nasi Goreng,Air Mineral,Pisang Goreng",Table,"Rp65.000,00","Bank Transfer, SCAN QR",Zahra
31-08-2025 12:24:22,31-08-2025 12:24:51,"Ayam Geprek,Lemon Tea",Table,"Rp36.000,00","Bank Transfer, SCAN QR",Zahra
31-08-2025 12:28:02,31-08-2025 12:28:56,Nasi Goreng,Table,"Rp40.000,00","Bank Transfer, SCAN QR",Zahra
